date,variant,market_regime,cash_ratio,gross_exposure,positions_count,max_positions,raw_buy_count,account_actionable_buy_count,portfolio_actionable_buy_count,executable_buy_count,watch_only_count,replacement_candidate_count,replacement_triggered_count,top_expected_edge_candidate,top_expected_edge_score,top_candidate_failure_reason,reason_cash_not_deployed,deployable_cash_estimate,target_cash_ratio,cash_gap_to_target,trace_quality_flag
2023-08-01,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,risk_on,0.4393943031061721,0.5606056968938279,5,5,0,0,0,0,0,0,0,,,,NO_RAW_SIGNAL,4699.770819395002,0.35,0.08939430310617213,FULLY_SUPPORTED_FROM_SIGNAL_TRACE
2023-08-02,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,risk_on,0.43657918972353177,0.5634208102764682,5,5,0,0,0,0,0,0,0,,,,NO_RAW_SIGNAL,4581.120819395001,0.35,0.08657918972353179,FULLY_SUPPORTED_FROM_SIGNAL_TRACE
2023-08-03,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,risk_on,0.43596124316625484,0.5640387568337452,5,5,0,0,0,0,0,0,0,,,,NO_RAW_SIGNAL,4554.870819395001,0.35,0.08596124316625486,FULLY_SUPPORTED_FROM_SIGNAL_TRACE
2023-08-04,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,risk_on,0.43764616562200015,0.5623538343779999,5,5,0,0,0,0,0,0,0,,,,NO_RAW_SIGNAL,4626.270819395002,0.35,0.08764616562200017,FULLY_SUPPORTED_FROM_SIGNAL_TRACE
2023-08-07,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,risk_on,0.4390769393062572,0.5609230606937428,5,5,0,0,0,0,0,0,0,,,,NO_RAW_SIGNAL,4686.470819395003,0.35,0.08907693930625721,FULLY_SUPPORTED_FROM_SIGNAL_TRACE
2023-08-08,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,risk_on,0.4397623506166918,0.5602376493833082,5,5,0,0,0,0,0,0,0,,,,NO_RAW_SIGNAL,4715.170819395,0.35,0.0897623506166918,FULLY_SUPPORTED_FROM_SIGNAL_TRACE
2023-08-09,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,risk_on,0.4409291074569577,0.5590708925430423,5,5,0,0,0,0,0,0,0,,,,NO_RAW_SIGNAL,4763.820819395001,0.35,0.0909291074569577,FULLY_SUPPORTED_FROM_SIGNAL_TRACE
2023-08-10,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,risk_on,0.4476450008704348,0.5523549991295652,5,5,0,0,0,0,0,0,0,,,,NO_RAW_SIGNAL,5038.920819395,0.35,0.09764500087043482,FULLY_SUPPORTED_FROM_SIGNAL_TRACE
2024-04-29,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,risk_on,0.43006071608823515,0.5699392839117648,5,5,1,0,0,0,1,0,0,601018.sh,64.7039,MARKET_REGIME_BLOCK,CYCLICAL_DISABLED_OR_BLOCKED,4300.420819395,0.35,0.08006071608823517,FULLY_SUPPORTED_FROM_SIGNAL_TRACE
2024-04-30,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,risk_on,0.4250595034115391,0.5749404965884609,5,5,1,0,0,0,1,0,0,601018.sh,64.0256,MARKET_REGIME_BLOCK,CYCLICAL_DISABLED_OR_BLOCKED,4079.2208193950028,0.35,0.07505950341153911,FULLY_SUPPORTED_FROM_SIGNAL_TRACE
2024-05-06,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,risk_on,0.42688182121013424,0.5731181787898657,5,5,1,0,0,0,1,0,0,601021.sh,73.7622,MARKET_REGIME_BLOCK,CYCLICAL_DISABLED_OR_BLOCKED,4160.420819395,0.35,0.07688182121013426,FULLY_SUPPORTED_FROM_SIGNAL_TRACE
2024-05-07,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,risk_on,0.42930144917604013,0.5706985508239599,5,5,1,0,0,0,1,0,0,601021.sh,70.2581,MARKET_REGIME_BLOCK,CYCLICAL_DISABLED_OR_BLOCKED,4267.170819395,0.35,0.07930144917604015,FULLY_SUPPORTED_FROM_SIGNAL_TRACE
2024-05-08,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,risk_on,0.42715019860396874,0.5728498013960313,5,5,1,0,0,0,1,0,0,601021.sh,70.26,MARKET_REGIME_BLOCK,CYCLICAL_DISABLED_OR_BLOCKED,4172.320819395001,0.35,0.07715019860396877,FULLY_SUPPORTED_FROM_SIGNAL_TRACE
2024-05-09,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,risk_on,0.4232216606116384,0.5767783393883615,5,5,1,0,0,0,1,0,0,601021.sh,70.0238,MARKET_REGIME_BLOCK,CYCLICAL_DISABLED_OR_BLOCKED,3996.6208193950006,0.35,0.07322166061163843,FULLY_SUPPORTED_FROM_SIGNAL_TRACE
2024-05-10,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,risk_on,0.42116147416264965,0.5788385258373503,5,5,1,0,0,0,1,0,0,601021.sh,70.0276,MARKET_REGIME_BLOCK,CYCLICAL_DISABLED_OR_BLOCKED,3903.170819395,0.35,0.07116147416264967,FULLY_SUPPORTED_FROM_SIGNAL_TRACE
2024-05-13,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,risk_on,0.4251220829164902,0.5748779170835099,5,5,1,0,0,0,1,0,0,601021.sh,70.2656,MARKET_REGIME_BLOCK,CYCLICAL_DISABLED_OR_BLOCKED,4082.020819395002,0.35,0.0751220829164902,FULLY_SUPPORTED_FROM_SIGNAL_TRACE
2024-05-14,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,risk_on,0.42614158866441343,0.5738584113355866,5,5,0,0,0,0,0,0,0,,,,NO_RAW_SIGNAL,4127.520819395002,0.35,0.07614158866441345,FULLY_SUPPORTED_FROM_SIGNAL_TRACE
2024-05-15,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,risk_on,0.4228807682744133,0.5771192317255867,5,5,0,0,0,0,0,0,0,,,,NO_RAW_SIGNAL,3981.2208193950028,0.35,0.07288076827441331,FULLY_SUPPORTED_FROM_SIGNAL_TRACE
2024-05-16,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,risk_on,0.41916687862123575,0.5808331213787642,5,5,0,0,0,0,0,0,0,,,,NO_RAW_SIGNAL,3811.8208193950013,0.35,0.06916687862123577,FULLY_SUPPORTED_FROM_SIGNAL_TRACE
2024-05-17,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,risk_on,0.42049450315900166,0.5795054968409983,5,5,1,0,0,0,1,0,0,601021.sh,69.2045,MARKET_REGIME_BLOCK,CYCLICAL_DISABLED_OR_BLOCKED,3872.7208193950028,0.35,0.07049450315900169,FULLY_SUPPORTED_FROM_SIGNAL_TRACE
2024-05-20,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,risk_on,0.420425626709221,0.579574373290779,5,5,0,0,0,0,0,0,0,,,,NO_RAW_SIGNAL,3869.5708193950013,0.35,0.07042562670922103,FULLY_SUPPORTED_FROM_SIGNAL_TRACE
2024-05-21,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,risk_on,0.4212613182410697,0.5787386817589303,5,5,0,0,0,0,0,0,0,,,,NO_RAW_SIGNAL,3907.7208193950028,0.35,0.07126131824106974,FULLY_SUPPORTED_FROM_SIGNAL_TRACE
2024-05-22,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,risk_on,0.42358640321773283,0.5764135967822671,5,5,0,0,0,0,0,0,0,,,,NO_RAW_SIGNAL,4013.0708193950013,0.35,0.07358640321773285,FULLY_SUPPORTED_FROM_SIGNAL_TRACE
2024-05-23,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,risk_on,0.42735565617891896,0.5726443438210811,5,5,1,0,0,0,1,0,0,601021.sh,68.8235,MARKET_REGIME_BLOCK,CYCLICAL_DISABLED_OR_BLOCKED,4181.420819395,0.35,0.07735565617891899,FULLY_SUPPORTED_FROM_SIGNAL_TRACE
2024-05-24,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,risk_on,0.4231751429336869,0.5768248570663131,5,5,1,0,0,0,1,0,0,601021.sh,68.8412,MARKET_REGIME_BLOCK,CYCLICAL_DISABLED_OR_BLOCKED,3994.520819395002,0.35,0.07317514293368693,FULLY_SUPPORTED_FROM_SIGNAL_TRACE
2024-05-27,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,risk_on,0.42505168226882384,0.5749483177311762,5,5,0,0,0,0,0,0,0,,,,NO_RAW_SIGNAL,4078.8708193950006,0.35,0.07505168226882386,FULLY_SUPPORTED_FROM_SIGNAL_TRACE
2024-05-28,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,risk_on,0.4278067747548467,0.5721932252451534,5,5,0,0,0,0,0,0,0,,,,NO_RAW_SIGNAL,4201.370819395001,0.35,0.07780677475484671,FULLY_SUPPORTED_FROM_SIGNAL_TRACE
2024-05-29,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,risk_on,0.4285925642620629,0.5714074357379372,5,5,0,0,0,0,0,0,0,,,,NO_RAW_SIGNAL,4236.020819395002,0.35,0.0785925642620629,FULLY_SUPPORTED_FROM_SIGNAL_TRACE
2024-05-30,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,risk_on,0.43019686829363,0.56980313170637,5,5,0,0,0,0,0,0,0,,,,NO_RAW_SIGNAL,4306.370819395001,0.35,0.08019686829363004,FULLY_SUPPORTED_FROM_SIGNAL_TRACE
2024-05-31,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,risk_on,0.4297087220078237,0.5702912779921764,5,5,0,0,0,0,0,0,0,,,,NO_RAW_SIGNAL,4285.020819395002,0.35,0.0797087220078237,FULLY_SUPPORTED_FROM_SIGNAL_TRACE
2024-06-03,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,risk_on,0.4283223719119455,0.5716776280880546,5,5,1,0,0,0,1,0,0,601021.sh,68.783,MARKET_REGIME_BLOCK,CYCLICAL_DISABLED_OR_BLOCKED,4224.120819395001,0.35,0.07832237191194552,FULLY_SUPPORTED_FROM_SIGNAL_TRACE
2024-06-04,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,risk_on,0.43127309347072457,0.5687269065292754,5,5,0,0,0,0,0,0,0,,,,NO_RAW_SIGNAL,4353.270819395002,0.35,0.08127309347072459,FULLY_SUPPORTED_FROM_SIGNAL_TRACE
2024-06-05,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,risk_on,0.4306780953305487,0.5693219046694513,5,5,1,0,0,0,1,0,0,601021.sh,66.7459,MARKET_REGIME_BLOCK,CYCLICAL_DISABLED_OR_BLOCKED,4327.370819395001,0.35,0.0806780953305487,FULLY_SUPPORTED_FROM_SIGNAL_TRACE
2024-06-06,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,risk_on,0.4326705378504996,0.5673294621495004,5,5,1,0,0,0,1,0,0,601021.sh,69.9811,MARKET_REGIME_BLOCK,CYCLICAL_DISABLED_OR_BLOCKED,4413.820819395001,0.35,0.0826705378504996,FULLY_SUPPORTED_FROM_SIGNAL_TRACE
2024-06-07,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,risk_on,0.43587075807220876,0.5641292419277912,5,5,0,0,0,0,0,0,0,,,,NO_RAW_SIGNAL,4551.020819395002,0.35,0.08587075807220879,FULLY_SUPPORTED_FROM_SIGNAL_TRACE
2024-06-12,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,risk_on,0.43869337491989135,0.5613066250801086,5,5,1,0,0,0,1,0,0,601021.sh,70.6679,MARKET_REGIME_BLOCK,CYCLICAL_DISABLED_OR_BLOCKED,4670.370819395001,0.35,0.08869337491989138,FULLY_SUPPORTED_FROM_SIGNAL_TRACE
2024-06-14,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,risk_on,0.43550919299362734,0.5644908070063727,5,5,1,0,0,0,1,0,0,601021.sh,70.9119,MARKET_REGIME_BLOCK,CYCLICAL_DISABLED_OR_BLOCKED,4535.620819395001,0.35,0.08550919299362736,FULLY_SUPPORTED_FROM_SIGNAL_TRACE
2024-06-18,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,risk_on,0.4347878594164383,0.5652121405835617,5,5,1,0,0,0,1,0,0,601021.sh,67.5956,MARKET_REGIME_BLOCK,CYCLICAL_DISABLED_OR_BLOCKED,4504.820819395001,0.35,0.08478785941643835,FULLY_SUPPORTED_FROM_SIGNAL_TRACE
2024-07-18,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,risk_on,0.4305817638127612,0.5694182361872389,5,5,2,0,0,0,2,0,0,601021.sh,64.9286,MARKET_REGIME_BLOCK,CYCLICAL_DISABLED_OR_BLOCKED,4323.170819395,0.35,0.08058176381276122,FULLY_SUPPORTED_FROM_SIGNAL_TRACE
2024-07-19,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,risk_on,0.4342484253899335,0.5657515746100665,5,5,2,0,0,0,2,0,0,601021.sh,64.0909,MARKET_REGIME_BLOCK,CYCLICAL_DISABLED_OR_BLOCKED,4481.720819395003,0.35,0.08424842538993355,FULLY_SUPPORTED_FROM_SIGNAL_TRACE
2024-07-22,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,risk_on,0.436950799236515,0.563049200763485,5,5,1,0,0,0,1,0,0,600309.sh,60.2413,MARKET_REGIME_BLOCK,CYCLICAL_DISABLED_OR_BLOCKED,4596.870819395001,0.35,0.086950799236515,FULLY_SUPPORTED_FROM_SIGNAL_TRACE
2024-09-26,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,risk_on,0.4000605471077529,0.5999394528922471,5,5,1,0,0,0,1,0,0,000786.sz,60.9059,MARKET_REGIME_BLOCK,CYCLICAL_DISABLED_OR_BLOCKED,2890.6208193950006,0.35,0.05006054710775293,FULLY_SUPPORTED_FROM_SIGNAL_TRACE
2024-09-27,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,risk_on,0.38331847163237753,0.6166815283676225,5,5,1,0,0,0,1,0,0,600176.sh,56.0839,MARKET_REGIME_BLOCK,CYCLICAL_DISABLED_OR_BLOCKED,2007.9208193949999,0.35,0.033318471632377555,FULLY_SUPPORTED_FROM_SIGNAL_TRACE
2024-09-30,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,risk_on,0.36998383874696783,0.6300161612530322,5,5,0,0,0,0,0,0,0,,,,NO_RAW_SIGNAL,1247.7208193950028,0.35,0.019983838746967852,FULLY_SUPPORTED_FROM_SIGNAL_TRACE
2024-10-08,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,risk_on,0.3897732458506,0.6102267541494,5,5,0,0,0,0,0,0,0,,,,NO_RAW_SIGNAL,2357.2208193950028,0.35,0.03977324585060005,FULLY_SUPPORTED_FROM_SIGNAL_TRACE
2024-10-09,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,risk_on,0.37889231332936996,0.6211076866706301,5,5,1,0,0,0,1,0,0,000786.sz,63.7999,MARKET_REGIME_BLOCK,CYCLICAL_DISABLED_OR_BLOCKED,1761.520819395002,0.35,0.02889231332936998,FULLY_SUPPORTED_FROM_SIGNAL_TRACE
2024-10-10,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,risk_on,0.38268346510954687,0.6173165348904531,5,5,0,0,0,0,0,0,0,,,,NO_RAW_SIGNAL,1972.9208193949999,0.35,0.032683465109546894,FULLY_SUPPORTED_FROM_SIGNAL_TRACE
2024-10-11,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,risk_on,0.37743749942184296,0.6225625005781571,5,5,1,0,0,0,1,0,0,600176.sh,64.2755,MARKET_REGIME_BLOCK,CYCLICAL_DISABLED_OR_BLOCKED,1679.270819395002,0.35,0.02743749942184298,FULLY_SUPPORTED_FROM_SIGNAL_TRACE
2024-10-14,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,risk_on,0.3834584559835623,0.6165415440164377,5,5,1,0,0,0,1,0,0,600176.sh,59.1634,MARKET_REGIME_BLOCK,CYCLICAL_DISABLED_OR_BLOCKED,2015.6208193950006,0.35,0.03345845598356234,FULLY_SUPPORTED_FROM_SIGNAL_TRACE
2024-10-15,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,risk_on,0.38148273079428413,0.6185172692057158,5,5,0,0,0,0,0,0,0,,,,NO_RAW_SIGNAL,1906.4208193949999,0.35,0.03148273079428415,FULLY_SUPPORTED_FROM_SIGNAL_TRACE
2024-10-16,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,risk_on,0.38572507324725036,0.6142749267527496,5,5,0,0,0,0,0,0,0,,,,NO_RAW_SIGNAL,2139.520819395002,0.35,0.03572507324725038,FULLY_SUPPORTED_FROM_SIGNAL_TRACE
2024-10-17,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,risk_on,0.3827976109689774,0.6172023890310226,5,5,0,0,0,0,0,0,0,,,,NO_RAW_SIGNAL,1979.2208193950028,0.35,0.03279761096897743,FULLY_SUPPORTED_FROM_SIGNAL_TRACE
2024-10-18,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,risk_on,0.3851591214146861,0.6148408785853139,5,5,0,0,0,0,0,0,0,,,,NO_RAW_SIGNAL,2108.7208193950028,0.35,0.035159121414686134,FULLY_SUPPORTED_FROM_SIGNAL_TRACE
2024-10-21,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,risk_on,0.38258205925676386,0.6174179407432361,5,5,0,0,0,0,0,0,0,,,,NO_RAW_SIGNAL,1967.3208193950013,0.35,0.032582059256763884,FULLY_SUPPORTED_FROM_SIGNAL_TRACE
2024-10-22,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,risk_on,0.38055889913660573,0.6194411008633943,5,5,1,0,0,0,1,0,0,600176.sh,59.5119,MARKET_REGIME_BLOCK,CYCLICAL_DISABLED_OR_BLOCKED,1854.9708193950028,0.35,0.030558899136605755,FULLY_SUPPORTED_FROM_SIGNAL_TRACE
