annual_return,cumulative_return,max_drawdown,sharpe,calmar,volatility,total_trades,buy_trades,sell_trades,avg_daily_exposure,max_daily_exposure,exposure_active_days_ratio,avg_positions,max_positions,turnover,total_fees,total_tax,total_slippage,realized_pnl,unrealized_pnl,profit_factor,profile,execution_mode,benchmark_annual_return,excess_annual_return,defensive_pnl,cyclical_pnl,control_id,seed,row_type
0.025646625105304688,0.07568226743526374,-0.16580438725976177,0.2573771779279278,0.1546800149812968,0.1249546882650096,429.0,223.0,206.0,0.6617028442483439,0.9366924426217663,1.0,11.918732782369146,20.0,24.02553502413038,1441.5321014478232,1162.5468843247256,2402.5153731747296,21330.46795790569,-5450.010499999976,1.2245053664325274,random_placebo_from_v2_candidate_pool,next_bar,0.028884355393731243,-0.0032377302884265546,6718.2612580001105,9162.196199905611,random_placebo_seed_23,23,seed
0.056353470809777484,0.1710983110301625,-0.15028046480318713,0.4367274653757,0.37498866458511476,0.1499628884321554,431.0,222.0,209.0,0.6627361189685977,0.9340021423965325,1.0,12.099173553719009,20.0,25.40521450041779,1524.3128700250672,1234.211771732837,2540.486036209708,41928.450513017764,-6925.002499999977,1.4914962176317517,random_placebo_from_v2_candidate_pool,next_bar,0.028884355393731243,0.02746911541604624,11414.772180800146,23588.675832217636,random_placebo_seed_24,24,seed
0.02154727980064286,0.06334260725105101,-0.18881972836193361,0.21475911074219203,0.11411561698330898,0.1513791053332998,424.0,216.0,208.0,0.6540452848231607,0.9385266240100713,1.0,11.943526170798899,20.0,23.25657733760369,1395.3946402562215,1124.6802659692935,2325.620166564234,17975.249430884898,-4586.141499999987,1.1988285982695395,random_placebo_from_v2_candidate_pool,next_bar,0.028884355393731243,-0.007337075593088382,-1313.4275943998887,14702.535525284811,random_placebo_seed_25,25,seed
0.01815071380670341,0.053188726927506425,-0.17297977135624598,0.1991826696922232,0.1049296901273076,0.12886842470744533,424.0,217.0,207.0,0.648104631715085,0.945211155876024,1.0,12.017906336088155,20.0,23.45610827975018,1407.3664967850104,1134.7966411183602,2345.5734055952253,17625.92939761538,-6261.695499999989,1.2014070426912213,random_placebo_from_v2_candidate_pool,next_bar,0.028884355393731243,-0.010733641587027831,4295.085505600102,7069.148392015288,random_placebo_seed_26,26,seed
0.035582081542716804,0.10597650267065561,-0.17106762544107257,0.3100142623352121,0.20800009032085218,0.1488613715102282,417.0,216.0,201.0,0.6609250590718212,0.9744081488724211,1.0,11.951790633608816,20.0,23.592973570777037,1415.5784142466223,1140.631306102472,2359.258929519725,24279.541664716286,-2353.041499999996,1.268420696018551,random_placebo_from_v2_candidate_pool,next_bar,0.028884355393731243,0.006697726148985561,9196.3895600001,12730.11060471619,random_placebo_seed_27,27,seed
0.021945430302496627,0.06453702781716752,-0.15933812264297942,0.21716111178640124,0.13772868625839532,0.15085035433824326,425.0,218.0,207.0,0.6631586414287775,0.9645608512503566,1.0,12.103305785123966,20.0,23.80899454470372,1428.5396726822228,1149.76990602072,2380.8593698637223,18530.58229250311,-4884.498999999992,1.2104865764567607,random_placebo_from_v2_candidate_pool,next_bar,0.028884355393731243,-0.006938925091234616,317.91294840011096,13328.170344103,random_placebo_seed_28,28,seed
0.009099928758978137,0.026441428276820167,-0.21606127036349076,0.13422464919805305,0.04211735284009424,0.1403102917614655,427.0,219.0,208.0,0.6524460573671926,0.9643284952167659,1.0,11.922865013774105,20.0,23.03999040092065,1382.3994240552388,1114.0829620564014,2303.9616995242395,12959.397802185515,-6957.162499999987,1.1497213362678091,random_placebo_from_v2_candidate_pool,next_bar,0.028884355393731243,-0.019784426634753105,-658.4697471998916,6660.705049385422,random_placebo_seed_29,29,seed
0.04436465650424304,0.1332146814282722,-0.17919133774332896,0.3791388137770942,0.24758259558165877,0.13699453261456426,451.0,233.0,218.0,0.6678302008448276,0.9410135214142825,1.0,12.02892561983471,20.0,25.973602882563473,1558.4161729538082,1260.9309649840716,2597.323188407705,30398.454379617786,-2953.6604999999818,1.334280921073742,random_placebo_from_v2_candidate_pool,next_bar,0.028884355393731243,0.015480301110511796,16786.49493640013,10658.298943217675,random_placebo_seed_30,30,seed
0.027503897093679397,0.08130357345050121,-0.1571686310747321,0.2677248460571129,0.17499609753934656,0.1344482819618436,436.0,223.0,213.0,0.659431159761795,0.9676972072610758,1.0,11.921487603305785,20.0,24.93856149,1496.3136894,1206.1556205000002,2493.8159999997097,21365.48100720031,-4332.1459999999925,1.231702482900767,random_placebo_from_v2_candidate_pool,next_bar,0.028884355393731243,-0.0013804583000518456,4402.637180000122,12630.697827200192,random_placebo_seed_31,31,seed
0.019872693311883127,0.05832855718637431,-0.17042218702754608,0.21227743836508217,0.1166086039529056,0.1343356070939668,427.0,217.0,210.0,0.6601874183672125,0.9527735000252621,1.0,12.023415977961433,20.0,23.869955537399306,1432.1973322439585,1150.2805742058965,2386.9529332752363,14569.332424995333,-2161.5919999999924,1.1771715953413042,random_placebo_from_v2_candidate_pool,next_bar,0.028884355393731243,-0.009011662081848115,-2846.1498139999,15253.89023899525,random_placebo_seed_32,32,seed
