date,variant,market_regime,raw_buy_signal_count,account_actionable_buy_count,watch_only_count,executable_buy_count,holdings_count,cash,nav,cash_ratio,exposure,quality_defensive_fill_executed_today,winner_add_executed_today,market_regime_review_fills_today,cash_sleeve_trades_today,replacement_count
2023-04-27,repair_best_baseline,neutral,0,0,0,0,3,32651.12939975,50507.12939975,0.6464657522173813,0.3535342477826187,0,0,0,0,0
2023-04-28,repair_best_baseline,neutral,0,0,0,0,3,32651.12939975,50672.12939975,0.6443607124178028,0.35563928758219726,0,0,0,0,0
2023-05-04,repair_best_baseline,neutral,1,1,0,1,4,28442.764769,51060.764769,0.5570375786119868,0.4429624213880133,0,0,0,0,0
2023-05-05,repair_best_baseline,neutral,0,0,0,0,4,28442.764769,51557.764769,0.5516679184296543,0.4483320815703456,0,0,0,0,0
2023-05-08,repair_best_baseline,neutral,0,0,0,0,4,28442.764769,51213.764769,0.5553734410522496,0.4446265589477504,0,0,0,0,0
2023-05-09,repair_best_baseline,neutral,0,0,0,0,4,28442.764769,50844.764769,0.559403999570503,0.44059600042949704,0,0,0,0,0
2023-05-10,repair_best_baseline,neutral,0,0,0,0,4,28442.764769,50822.764769,0.5596461526301897,0.4403538473698103,0,0,0,0,0
2023-05-11,repair_best_baseline,neutral,1,1,0,1,5,23100.4935683,50550.4935683,0.4569785958091262,0.5430214041908737,0,0,0,0,0
2023-05-12,repair_best_baseline,neutral,0,0,0,0,5,23100.4935683,51066.4935683,0.4523610679751046,0.5476389320248953,0,0,0,0,0
2023-05-15,repair_best_baseline,neutral,0,0,0,0,5,23100.4935683,50941.4935683,0.45347106945986826,0.5465289305401317,0,0,0,0,0
2023-05-16,repair_best_baseline,neutral,0,0,0,0,5,23100.4935683,50723.4935683,0.45542000251214587,0.5445799974878541,0,0,0,0,0
2023-05-17,repair_best_baseline,neutral,0,0,0,0,5,23100.4935683,50760.4935683,0.45508804080514875,0.5449119591948512,0,0,0,0,0
2023-05-18,repair_best_baseline,neutral,0,0,0,0,5,23100.4935683,50795.4935683,0.45477446807833266,0.5452255319216673,0,0,0,0,0
2023-05-19,repair_best_baseline,neutral,0,0,0,0,5,23100.4935683,51180.4935683,0.45135347390647096,0.548646526093529,0,0,0,0,0
2023-05-22,repair_best_baseline,neutral,0,0,0,0,5,23100.4935683,50751.4935683,0.4551687436983894,0.5448312563016107,0,0,0,0,0
2023-05-23,repair_best_baseline,neutral,0,0,0,0,5,23100.4935683,50078.4935683,0.4612857121349744,0.5387142878650256,0,0,0,0,0
2023-05-24,repair_best_baseline,neutral,0,0,0,0,5,23100.4935683,49875.4935683,0.4631632073307897,0.5368367926692104,0,0,0,0,0
2023-05-25,repair_best_baseline,neutral,1,0,1,0,5,23100.4935683,49793.4935683,0.4639259451963108,0.5360740548036892,0,0,0,0,0
2023-05-26,repair_best_baseline,neutral,0,0,0,0,5,23100.4935683,49619.4935683,0.46555278796835653,0.5344472120316435,0,0,0,0,0
2023-05-29,repair_best_baseline,neutral,0,0,0,0,5,23100.4935683,49372.4935683,0.4678818487533685,0.5321181512466315,0,0,0,0,0
2023-05-30,repair_best_baseline,neutral,1,0,1,0,5,23100.4935683,48874.4935683,0.47264926716873407,0.527350732831266,0,0,0,0,0
2023-05-31,repair_best_baseline,neutral,1,0,1,0,5,23100.4935683,48732.4935683,0.47402650422400383,0.5259734957759962,0,0,0,0,0
2023-06-01,repair_best_baseline,neutral,1,0,1,0,5,23100.4935683,49693.4935683,0.46485952002046493,0.5351404799795351,0,0,0,0,0
2023-06-02,repair_best_baseline,neutral,0,0,0,0,5,23100.4935683,49634.4935683,0.4654120936383153,0.5345879063616846,0,0,0,0,0
2023-06-05,repair_best_baseline,neutral,0,0,0,0,5,23100.4935683,49696.4935683,0.4648314581098566,0.5351685418901434,0,0,0,0,0
2023-06-06,repair_best_baseline,neutral,0,0,0,0,5,23100.4935683,49914.4935683,0.4628013211571639,0.5371986788428361,0,0,0,0,0
2023-06-07,repair_best_baseline,neutral,0,0,0,0,5,23100.4935683,50584.4935683,0.456671440964598,0.543328559035402,0,0,0,0,0
2023-06-08,repair_best_baseline,neutral,0,0,0,0,5,23100.4935683,50427.4935683,0.4580932331489415,0.5419067668510585,0,0,0,0,0
2023-06-09,repair_best_baseline,neutral,0,0,0,0,5,23100.4935683,50608.4935683,0.4564548742618496,0.5435451257381504,0,0,0,0,0
2023-06-12,repair_best_baseline,neutral,0,0,0,0,5,23100.4935683,50672.4935683,0.45587836598496,0.54412163401504,0,0,0,0,0
2023-06-13,repair_best_baseline,neutral,0,0,0,0,5,23100.4935683,50732.4935683,0.4553392105042172,0.5446607894957828,0,0,0,0,0
2023-06-14,repair_best_baseline,neutral,0,0,0,0,5,23100.4935683,51084.4935683,0.45220167519943455,0.5477983248005655,0,0,0,0,0
2023-06-15,repair_best_baseline,neutral,0,0,0,0,5,23100.4935683,51115.4935683,0.45192742856788337,0.5480725714321166,0,0,0,0,0
2023-06-16,repair_best_baseline,neutral,0,0,0,0,5,23100.4935683,50652.4935683,0.45605836832398416,0.5439416316760158,0,0,0,0,0
2023-06-19,repair_best_baseline,neutral,0,0,0,0,5,23100.4935683,50572.4935683,0.4567798013974126,0.5432201986025874,0,0,0,0,0
2023-06-20,repair_best_baseline,neutral,0,0,0,0,5,23100.4935683,50502.4935683,0.4574129302557842,0.5425870697442158,0,0,0,0,0
2023-06-21,repair_best_baseline,neutral,0,0,0,0,5,23100.4935683,50142.4935683,0.46069694433593333,0.5393030556640667,0,0,0,0,0
2023-06-26,repair_best_baseline,neutral,0,0,0,0,5,23100.4935683,50563.4935683,0.45686110547516634,0.5431388945248337,0,0,0,0,0
2023-06-27,repair_best_baseline,neutral,0,0,0,0,5,23100.4935683,50854.4935683,0.45424685111208396,0.545753148887916,0,0,0,0,0
2023-06-28,repair_best_baseline,neutral,0,0,0,0,5,23100.4935683,50496.4935683,0.457467280120252,0.5425327198797479,0,0,0,0,0
2023-06-29,repair_best_baseline,neutral,0,0,0,0,5,23100.4935683,50447.4935683,0.4579116212587378,0.5420883787412623,0,0,0,0,0
2023-06-30,repair_best_baseline,neutral,0,0,0,0,5,23100.4935683,51294.4935683,0.45035035851442945,0.5496496414855706,0,0,0,0,0
2023-07-03,repair_best_baseline,neutral,0,0,0,0,5,23100.4935683,51112.4935683,0.45195395402557587,0.5480460459744242,0,0,0,0,0
2023-07-04,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,50866.4935683,0.4541396889738873,0.5458603110261128,0,0,0,0,0
2023-07-05,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,50661.4935683,0.45597734968387277,0.5440226503161273,0,0,0,0,0
2023-07-06,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,50536.4935683,0.4571051914608938,0.5428948085391062,0,0,0,0,0
2023-07-07,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,50578.4935683,0.45672561475374196,0.543274385246258,0,0,0,0,0
2023-07-10,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,50788.4935683,0.4548371480487923,0.5451628519512077,0,0,0,0,0
2023-07-11,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,51014.4935683,0.4528221678290748,0.5471778321709252,0,0,0,0,0
2023-07-12,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,51351.4935683,0.44985047100091086,0.5501495289990891,0,0,0,0,0
2023-07-13,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,51173.4935683,0.4514152143524917,0.5485847856475083,0,0,0,0,0
2023-07-14,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,50998.4935683,0.45296423388197815,0.5470357661180218,0,0,0,0,0
2023-07-17,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,51021.4935683,0.4527600419493108,0.5472399580506891,0,0,0,0,0
2023-07-18,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,51158.4935683,0.45154757220243985,0.5484524277975601,0,0,0,0,0
2023-07-19,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,51068.4935683,0.45234335211797366,0.5476566478820263,0,0,0,0,0
2023-07-20,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,50947.4935683,0.45341766494030905,0.5465823350596909,0,0,0,0,0
2023-07-21,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,50636.4935683,0.4562024725732909,0.5437975274267092,0,0,0,0,0
2023-07-24,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,51988.4935683,0.44433858307418883,0.5556614169258112,0,0,0,0,0
2023-07-25,repair_best_baseline,neutral,0,0,0,0,5,23100.4935683,51964.4935683,0.44454380254736164,0.5554561974526383,0,0,0,0,0
2023-07-26,repair_best_baseline,neutral,0,0,0,0,5,23100.4935683,51930.4935683,0.444834854841458,0.555165145158542,0,0,0,0,0
2023-07-27,repair_best_baseline,neutral,0,0,0,0,5,23100.4935683,52999.4935683,0.4358625340170579,0.5641374659829421,0,0,0,0,0
2023-07-28,repair_best_baseline,risk_on,0,0,0,0,5,23100.4935683,53284.4935683,0.43353125874584536,0.5664687412541547,0,0,0,0,0
2023-07-31,repair_best_baseline,risk_on,0,0,0,0,5,23100.4935683,53023.4935683,0.4356652497546972,0.5643347502453028,0,0,0,0,0
2023-08-01,repair_best_baseline,risk_on,0,0,0,0,5,23100.4935683,52573.4935683,0.4393943031061721,0.5606056968938279,0,0,0,0,0
2023-08-02,repair_best_baseline,risk_on,0,0,0,0,5,23100.4935683,52912.4935683,0.43657918972353177,0.5634208102764682,0,0,0,0,0
2023-08-03,repair_best_baseline,risk_on,0,0,0,0,5,23100.4935683,52987.4935683,0.43596124316625484,0.5640387568337452,0,0,0,0,0
2023-08-04,repair_best_baseline,risk_on,0,0,0,0,5,23100.4935683,52783.4935683,0.43764616562200015,0.5623538343779999,0,0,0,0,0
2023-08-07,repair_best_baseline,risk_on,0,0,0,0,5,23100.4935683,52611.4935683,0.4390769393062572,0.5609230606937428,0,0,0,0,0
2023-08-08,repair_best_baseline,risk_on,0,0,0,0,5,23100.4935683,52529.4935683,0.4397623506166918,0.5602376493833082,0,0,0,0,0
2023-08-09,repair_best_baseline,risk_on,0,0,0,0,5,23100.4935683,52390.4935683,0.4409291074569577,0.5590708925430423,0,0,0,0,0
2023-08-10,repair_best_baseline,risk_on,0,0,0,0,5,23100.4935683,51604.4935683,0.4476450008704348,0.5523549991295652,0,0,0,0,0
2023-08-11,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,51232.4935683,0.4508953587727259,0.5491046412272741,0,0,0,0,0
2023-08-14,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,51166.4935683,0.4514769716917209,0.548523028308279,0,0,0,0,0
2023-08-15,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,50981.4935683,0.453115276769054,0.5468847232309461,0,0,0,0,0
2023-08-16,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,50953.4935683,0.45336427299798826,0.5466357270020117,0,0,0,0,0
2023-08-17,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,50727.4935683,0.4553840914138063,0.5446159085861937,0,0,0,0,0
2023-08-18,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,50116.4935683,0.46093594989478015,0.5390640501052198,0,0,0,0,0
2023-08-21,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,50207.4935683,0.46010051341987696,0.539899486580123,0,0,0,0,0
2023-08-22,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,49941.4935683,0.46255111567113544,0.5374488843288645,0,0,0,0,0
2023-08-23,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,50180.4935683,0.46034807403514727,0.5396519259648527,0,0,0,0,0
2023-08-24,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,50327.4935683,0.4590034577611155,0.5409965422388845,0,0,0,0,0
2023-08-25,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,50712.4935683,0.45551878724299105,0.5444812127570089,0,0,0,0,0
2023-08-28,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,50695.4935683,0.4556715388751001,0.5443284611248999,0,0,0,0,0
2023-08-29,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,50600.4935683,0.45652704033645847,0.5434729596635416,0,0,0,0,0
2023-08-30,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,50726.4935683,0.4553930686574394,0.5446069313425606,0,0,0,0,0
2023-08-31,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,51360.4935683,0.4497716428207723,0.5502283571792277,0,0,0,0,0
2023-09-01,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,52079.4935683,0.4435621774625113,0.5564378225374887,0,0,0,0,0
2023-09-04,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,51735.4935683,0.44651151414653584,0.5534884858534641,0,0,0,0,0
2023-09-05,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,51887.4935683,0.4452034966362868,0.5547965033637132,0,0,0,0,0
2023-09-06,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,51665.4935683,0.4471164789660229,0.5528835210339771,0,0,0,0,0
2023-09-07,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,51547.4935683,0.44813999613176225,0.5518600038682377,0,0,0,0,0
2023-09-08,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,51507.4935683,0.44848801539271693,0.551511984607283,0,0,0,0,0
2023-09-11,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,51635.4935683,0.4473762517200344,0.5526237482799655,0,0,0,0,0
2023-09-12,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,51482.4935683,0.4487058020539233,0.5512941979460767,0,0,0,0,0
2023-09-13,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,51550.4935683,0.44811391645928317,0.5518860835407169,0,0,0,0,0
2023-09-14,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,51336.4935683,0.4499819127219165,0.5500180872780834,0,0,0,0,0
2023-09-15,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,51491.4935683,0.4486273744935899,0.5513726255064101,0,0,0,0,0
2023-09-18,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,51561.4935683,0.4480183169577962,0.5519816830422037,0,0,0,0,0
2023-09-19,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,51578.4935683,0.4478706524786428,0.5521293475213572,0,0,0,0,0
2023-09-20,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,51380.4935683,0.4495965679580823,0.5504034320419178,0,0,0,0,0
2023-09-21,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,52057.4935683,0.44374963112643717,0.5562503688735628,0,0,0,0,0
2023-09-22,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,51741.4935683,0.44645973618459234,0.5535402638154077,0,0,0,0,0
2023-09-25,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,51550.4935683,0.44811391645928317,0.5518860835407169,0,0,0,0,0
2023-09-26,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,51512.4935683,0.4484444834275251,0.5515555165724749,0,0,0,0,0
2023-09-27,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,51484.4935683,0.44868837133756756,0.5513116286624324,0,0,0,0,0
2023-09-28,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,51302.4935683,0.4502801318525749,0.5497198681474251,0,0,0,0,0
2023-10-09,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,50843.4935683,0.45434512750915174,0.5456548724908482,0,0,0,0,0
2023-10-10,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,50703.4935683,0.4555996429946695,0.5444003570053305,0,0,0,0,0
2023-10-11,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,51066.4935683,0.4523610679751046,0.5476389320248953,0,0,0,0,0
2023-10-12,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,50719.4935683,0.45545591927475304,0.544544080725247,0,0,0,0,0
2023-10-13,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,50507.4935683,0.45736764856608436,0.5426323514339156,0,0,0,0,0
2023-10-16,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,50745.4935683,0.4552225615306766,0.5447774384693234,0,0,0,0,0
2023-10-17,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,50621.4935683,0.45633765303925966,0.5436623469607403,0,0,0,0,0
2023-10-18,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,49920.4935683,0.4627456965483418,0.5372543034516583,0,0,0,0,0
2023-10-19,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,49865.4935683,0.4632560898381485,0.5367439101618515,0,0,0,0,0
2023-10-20,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,49593.4935683,0.46579685975310603,0.534203140246894,0,0,0,0,0
2023-10-23,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,49681.4935683,0.4649718015530758,0.5350281984469242,0,0,0,0,0
2023-10-24,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,49734.4935683,0.4644763002678668,0.5355236997321332,0,0,0,0,0
2023-10-25,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,49880.4935683,0.4631167800428663,0.5368832199571336,0,0,0,0,0
2023-10-26,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,50464.4935683,0.4577573643344934,0.5422426356655067,0,0,0,0,0
2023-10-27,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,50080.4935683,0.46126729036317193,0.5387327096368281,0,0,0,0,0
2023-10-30,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,49836.4935683,0.46352565989902955,0.5364743401009704,0,0,0,0,0
2023-10-31,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,49739.4935683,0.4644296093722679,0.5355703906277322,0,0,0,0,0
2023-11-01,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,49861.4935683,0.4632932532728301,0.5367067467271699,0,0,0,0,0
2023-11-02,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,49890.4935683,0.46302395338453534,0.5369760466154646,0,0,0,0,0
2023-11-03,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,50036.4935683,0.46167290952887696,0.538327090471123,0,0,0,0,0
2023-11-06,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,49802.4935683,0.4638421073559215,0.5361578926440784,0,0,0,0,0
2023-11-07,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,49710.4935683,0.4647005473112222,0.5352994526887778,0,0,0,0,0
2023-11-08,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,49606.4935683,0.46567479187970445,0.5343252081202955,0,0,0,0,0
2023-11-09,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,49252.4935683,0.46902180772361934,0.5309781922763807,0,0,0,0,0
2023-11-10,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,48855.4935683,0.47283308142216396,0.527166918577836,0,0,0,0,0
2023-11-13,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,48880.4935683,0.47259125025040954,0.5274087497495904,0,0,0,0,0
2023-11-14,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,49165.4935683,0.46985175763992126,0.5301482423600787,0,0,0,0,0
2023-11-15,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,49036.4935683,0.47108779374945936,0.5289122062505407,0,0,0,0,0
2023-11-16,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,48913.4935683,0.4722724116208096,0.5277275883791904,0,0,0,0,0
2023-11-17,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,49242.4935683,0.46911705509509394,0.5308829449049061,0,0,0,0,0
2023-11-20,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,49207.4935683,0.4694507257565662,0.5305492742434338,0,0,0,0,0
2023-11-21,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,49036.4935683,0.47108779374945936,0.5289122062505407,0,0,0,0,0
2023-11-22,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,49169.4935683,0.4698135346098641,0.5301864653901359,0,0,0,0,0
2023-11-23,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,49150.4935683,0.4699951494118636,0.5300048505881364,0,0,0,0,0
2023-11-24,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,48771.4935683,0.47364745014318416,0.5263525498568159,0,0,0,0,0
2023-11-27,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,48779.4935683,0.4735697703781033,0.5264302296218967,0,0,0,0,0
2023-11-28,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,48566.4935683,0.4756467241311817,0.5243532758688183,0,0,0,0,0
2023-11-29,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,48604.4935683,0.4752748536683903,0.5247251463316097,0,0,0,0,0
2023-11-30,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,48476.4935683,0.4765297955338501,0.5234702044661499,0,0,0,0,0
2023-12-01,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,48454.4935683,0.4767461563856454,0.5232538436143546,0,0,0,0,0
2023-12-04,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,47995.4935683,0.481305469552612,0.518694530447388,0,0,0,0,0
2023-12-05,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,48073.4935683,0.4805245438524282,0.5194754561475717,0,0,0,0,0
2023-12-06,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,48010.4935683,0.48115509446777727,0.5188449055322227,0,0,0,0,0
2023-12-07,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,47958.4935683,0.48167679694528925,0.5183232030547107,0,0,0,0,0
2023-12-08,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,48189.4935683,0.47936784260990783,0.5206321573900922,0,0,0,0,0
2023-12-11,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,48444.4935683,0.4768445671896955,0.5231554328103045,0,0,0,0,0
2023-12-12,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,47913.4935683,0.48212918424265133,0.5178708157573487,0,0,0,0,0
2023-12-13,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,47891.4935683,0.48235066077769007,0.5176493392223099,0,0,0,0,0
2023-12-14,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,47875.4935683,0.4825118624697715,0.5174881375302285,0,0,0,0,0
2023-12-15,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,47956.4935683,0.48169688501933744,0.5183031149806626,0,0,0,0,0
2023-12-18,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,47981.4935683,0.4814459044593359,0.5185540955406641,0,0,0,0,0
2023-12-19,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,47357.4935683,0.4877896152798705,0.5122103847201295,0,0,0,0,0
2023-12-20,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,47822.4935683,0.48304661352106026,0.5169533864789397,0,0,0,0,0
2023-12-21,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,47989.4935683,0.48136564590794706,0.5186343540920529,0,0,0,0,0
2023-12-22,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,47932.4935683,0.48193807266429045,0.5180619273357095,0,0,0,0,0
2023-12-25,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,47760.4935683,0.483673677602705,0.516326322397295,0,0,0,0,0
2023-12-26,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,47857.4935683,0.48269334321347285,0.5173066567865272,0,0,0,0,0
2023-12-27,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,48314.4935683,0.4781276147631328,0.5218723852368672,0,0,0,0,0
2023-12-28,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,48826.4935683,0.4731139158290431,0.526886084170957,0,0,0,0,0
2023-12-29,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,48008.4935683,0.4811751390498379,0.5188248609501621,0,0,0,0,0
2024-01-02,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,47975.4935683,0.4815061159384037,0.5184938840615964,0,0,0,0,0
2024-01-03,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,48038.4935683,0.48087464556848064,0.5191253544315193,0,0,0,0,0
2024-01-04,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,48536.4935683,0.4759407173860479,0.5240592826139522,0,0,0,0,0
2024-01-05,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,48336.4935683,0.47790999849127963,0.5220900015087204,0,0,0,0,0
2024-01-08,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,48465.4935683,0.4766379514065121,0.5233620485934879,0,0,0,0,0
2024-01-09,repair_best_baseline,risk_off,0,0,0,0,5,23100.4935683,48396.4935683,0.47731750515560006,0.5226824948444,0,0,0,0,0
