date,variant,symbol,bucket,industry,shares,close,market_value,position_weight,unrealized_pnl,future_return_used
2023-04-24,repair_best_baseline,601318.sh,defensive_dividend,非银金融,100.0,38.73,3872.9999999999995,0.07732834169375893,78.10349999999957,False
2023-04-24,repair_best_baseline,601166.sh,defensive_dividend,银行,400.0,13.42,5368.0,0.10717752083968449,121.3780000000007,False
2023-04-25,repair_best_baseline,600036.sh,defensive_dividend,银行,300.0,27.1,8130.0,0.16265162757922644,-172.1489999999992,False
2023-04-25,repair_best_baseline,601318.sh,defensive_dividend,非银金融,100.0,38.43,3843.0,0.07688440403283729,48.103499999999855,False
2023-04-25,repair_best_baseline,601166.sh,defensive_dividend,银行,400.0,13.4,5360.0,0.1072340373708061,113.37800000000087,False
2023-04-26,repair_best_baseline,600036.sh,defensive_dividend,银行,300.0,25.91,7773.0,0.15533222557600454,-529.1489999999997,False
2023-04-26,repair_best_baseline,601318.sh,defensive_dividend,非银金融,100.0,43.01,4301.0,0.08594929913835013,506.1034999999997,False
2023-04-26,repair_best_baseline,601166.sh,defensive_dividend,银行,400.0,13.29,5316.0,0.10623261432677732,69.37800000000038,False
2023-04-27,repair_best_baseline,600036.sh,defensive_dividend,银行,300.0,26.88,8064.0,0.15966062803086004,-238.14899999999994,False
2023-04-27,repair_best_baseline,601318.sh,defensive_dividend,非银金融,100.0,44.44,4444.0,0.08798757824518129,649.1034999999997,False
2023-04-27,repair_best_baseline,601166.sh,defensive_dividend,银行,400.0,13.37,5348.0,0.10588604150657731,101.37800000000041,False
2023-04-28,repair_best_baseline,600036.sh,defensive_dividend,银行,300.0,27.41,8223.0,0.16227855622820084,-79.1489999999996,False
2023-04-28,repair_best_baseline,601318.sh,defensive_dividend,非银金融,100.0,46.34,4634.0,0.0914506663701183,839.1035000000002,False
2023-04-28,repair_best_baseline,601166.sh,defensive_dividend,银行,400.0,12.91,5164.0,0.10191006498387804,-82.62199999999922,False
2023-05-04,repair_best_baseline,600036.sh,defensive_dividend,银行,300.0,27.97,8391.0,0.16433361384148992,88.85100000000001,False
2023-05-04,repair_best_baseline,601318.sh,defensive_dividend,非银金融,100.0,46.47,4647.0,0.09100921267088591,852.1034999999997,False
2023-05-04,repair_best_baseline,601166.sh,defensive_dividend,银行,400.0,13.28,5312.0,0.10403291106256639,65.37800000000047,False
2023-05-04,repair_best_baseline,002032.sz,defensive_dividend,家用电器,100.0,42.68,4268.0,0.08358668381307104,60.897500000000804,False
2023-05-05,repair_best_baseline,600036.sh,defensive_dividend,银行,300.0,28.88,8664.0,0.16804452324142222,361.85100000000006,False
2023-05-05,repair_best_baseline,601318.sh,defensive_dividend,非银金融,100.0,47.56,4756.0,0.09224604715330148,961.1035000000002,False
2023-05-05,repair_best_baseline,601166.sh,defensive_dividend,银行,400.0,13.78,5512.0,0.10690921192367489,265.3780000000005,False
2023-05-05,repair_best_baseline,002032.sz,defensive_dividend,家用电器,100.0,41.83,4183.0,0.08113229925194704,-24.10249999999934,False
2023-05-08,repair_best_baseline,600036.sh,defensive_dividend,银行,300.0,28.27,8481.0,0.1656000108223561,178.85100000000023,False
2023-05-08,repair_best_baseline,601318.sh,defensive_dividend,非银金融,100.0,46.12,4612.0,0.09005391462241556,817.1034999999996,False
2023-05-08,repair_best_baseline,601166.sh,defensive_dividend,银行,400.0,13.71,5484.0,0.10708058711824088,237.37800000000107,False
2023-05-08,repair_best_baseline,002032.sz,defensive_dividend,家用电器,100.0,41.94,4194.0,0.08189204638473782,-13.102499999999395,False
2023-05-09,repair_best_baseline,600036.sh,defensive_dividend,银行,300.0,27.68,8304.0,0.16332064938695398,1.851000000000269,False
2023-05-09,repair_best_baseline,601318.sh,defensive_dividend,非银金融,100.0,44.95,4495.0,0.08840634862648822,700.1035000000002,False
2023-05-09,repair_best_baseline,601166.sh,defensive_dividend,银行,400.0,13.46,5384.0,0.10589094126919078,137.37800000000107,False
2023-05-09,repair_best_baseline,002032.sz,defensive_dividend,家用电器,100.0,42.19,4219.0,0.08297806114686403,11.897500000000605,False
2023-05-10,repair_best_baseline,600036.sh,defensive_dividend,银行,300.0,27.73,8319.0,0.16368649044993083,16.851000000000482,False
2023-05-10,repair_best_baseline,601318.sh,defensive_dividend,非银金融,100.0,44.99,4499.0,0.08852332257894445,704.1035,False
2023-05-10,repair_best_baseline,601166.sh,defensive_dividend,银行,400.0,13.4,5360.0,0.10546454968285002,113.37800000000087,False
2023-05-10,repair_best_baseline,002032.sz,defensive_dividend,家用电器,100.0,42.02,4202.0,0.08267948465808503,-5.102499999998855,False
2023-05-11,repair_best_baseline,600036.sh,defensive_dividend,银行,300.0,27.32,8196.0,0.16213491543710024,-106.14899999999956,False
2023-05-11,repair_best_baseline,601318.sh,defensive_dividend,非银金融,100.0,43.91,4391.0,0.08686364247002283,596.1034999999995,False
2023-05-11,repair_best_baseline,601166.sh,defensive_dividend,银行,400.0,13.18,5272.0,0.10429176112547492,25.37800000000061,False
2023-05-11,repair_best_baseline,002032.sz,defensive_dividend,家用电器,100.0,42.01,4201.0,0.0831050243717982,-6.102499999999367,False
2023-05-11,repair_best_baseline,000651.sz,defensive_dividend,家用电器,200.0,26.95,5390.0,0.10662606078647759,49.3310000000001,False
2023-05-12,repair_best_baseline,600036.sh,defensive_dividend,银行,300.0,27.98,8394.0,0.16437392531706257,91.85100000000048,False
2023-05-12,repair_best_baseline,601318.sh,defensive_dividend,非银金融,100.0,46.35,4635.0,0.09076401523047235,840.1035,False
2023-05-12,repair_best_baseline,601166.sh,defensive_dividend,银行,400.0,13.3,5320.0,0.10417789881901035,73.37800000000101,False
2023-05-12,repair_best_baseline,002032.sz,defensive_dividend,家用电器,100.0,41.87,4187.0,0.08199113954045044,-20.102499999999424,False
2023-05-12,repair_best_baseline,000651.sz,defensive_dividend,家用电器,200.0,27.15,5430.0,0.10633195311789966,89.33099999999996,False
2023-05-15,repair_best_baseline,600036.sh,defensive_dividend,银行,300.0,28.1,8430.0,0.16548395835111207,127.85100000000078,False
2023-05-15,repair_best_baseline,601318.sh,defensive_dividend,非银金融,100.0,45.84,4584.0,0.08998558304644101,789.1035000000002,False
2023-05-15,repair_best_baseline,601166.sh,defensive_dividend,银行,400.0,13.39,5356.0,0.10514022312319765,109.37800000000095,False
2023-05-15,repair_best_baseline,002032.sz,defensive_dividend,家用电器,100.0,41.63,4163.0,0.08172120031028227,-44.10249999999891,False
2023-05-15,repair_best_baseline,000651.sz,defensive_dividend,家用电器,200.0,26.54,5308.0,0.10419796570909878,-32.668999999999926,False
2023-05-16,repair_best_baseline,600036.sh,defensive_dividend,银行,300.0,27.78,8334.0,0.16430256304759716,31.851000000000695,False
2023-05-16,repair_best_baseline,601318.sh,defensive_dividend,非银金融,100.0,44.55,4455.0,0.08782912387533541,660.1034999999996,False
2023-05-16,repair_best_baseline,601166.sh,defensive_dividend,银行,400.0,13.29,5316.0,0.10480350673878408,69.37800000000038,False
2023-05-16,repair_best_baseline,002032.sz,defensive_dividend,家用电器,100.0,41.78,4178.0,0.08236814355805867,-29.102499999999054,False
2023-05-16,repair_best_baseline,000651.sz,defensive_dividend,家用电器,200.0,26.7,5340.0,0.10527666026807882,-0.6689999999998975,False
2023-05-17,repair_best_baseline,600036.sh,defensive_dividend,银行,300.0,27.73,8319.0,0.16388729531966623,16.851000000000482,False
2023-05-17,repair_best_baseline,601318.sh,defensive_dividend,非银金融,100.0,44.46,4446.0,0.08758780081635245,651.1034999999999,False
2023-05-17,repair_best_baseline,601166.sh,defensive_dividend,银行,400.0,13.33,5332.0,0.10504231982743843,85.37800000000075,False
2023-05-17,repair_best_baseline,002032.sz,defensive_dividend,家用电器,100.0,41.59,4159.0,0.08193379747980428,-48.10249999999883,False
2023-05-17,repair_best_baseline,000651.sz,defensive_dividend,家用电器,200.0,27.02,5404.0,0.10646074575158988,63.33100000000016,False
2023-05-18,repair_best_baseline,600036.sh,defensive_dividend,银行,300.0,27.23,8169.0,0.16082135296147682,-133.14899999999952,False
2023-05-18,repair_best_baseline,601318.sh,defensive_dividend,非银金融,100.0,43.68,4368.0,0.08599188024675367,573.1034999999998,False
2023-05-18,repair_best_baseline,601166.sh,defensive_dividend,银行,400.0,13.19,5276.0,0.10386748172661914,29.378000000000526,False
2023-05-18,repair_best_baseline,002032.sz,defensive_dividend,家用电器,100.0,43.82,4382.0,0.08626749524754455,174.89750000000086,False
2023-05-18,repair_best_baseline,000651.sz,defensive_dividend,家用电器,200.0,27.5,5500.0,0.10827732173927317,159.33100000000024,False
2023-05-19,repair_best_baseline,600036.sh,defensive_dividend,银行,300.0,27.48,8244.0,0.16107699291720276,-58.14899999999952,False
2023-05-19,repair_best_baseline,601318.sh,defensive_dividend,非银金融,100.0,44.06,4406.0,0.0860874855401741,611.1035000000002,False
2023-05-19,repair_best_baseline,601166.sh,defensive_dividend,银行,400.0,13.23,5292.0,0.10339876837916509,45.378000000000895,False
2023-05-19,repair_best_baseline,002032.sz,defensive_dividend,家用电器,100.0,45.62,4562.0,0.08913552179624927,354.8975000000006,False
2023-05-19,repair_best_baseline,000651.sz,defensive_dividend,家用电器,200.0,27.88,5576.0,0.10894775746073782,235.33100000000005,False
2023-05-22,repair_best_baseline,600036.sh,defensive_dividend,银行,300.0,26.88,8064.0,0.1588918755493902,-238.14899999999994,False
2023-05-22,repair_best_baseline,601318.sh,defensive_dividend,非银金融,100.0,42.54,4254.0,0.08382019327717086,459.1034999999998,False
2023-05-22,repair_best_baseline,601166.sh,defensive_dividend,银行,400.0,13.1,5240.0,0.10324819294132001,-6.621999999999417,False
2023-05-22,repair_best_baseline,002032.sz,defensive_dividend,家用电器,100.0,45.47,4547.0,0.0895934223862943,339.8975000000007,False
2023-05-22,repair_best_baseline,000651.sz,defensive_dividend,家用电器,200.0,27.73,5546.0,0.10927757214743526,205.33100000000033,False
2023-05-23,repair_best_baseline,600036.sh,defensive_dividend,银行,300.0,26.21,7863.0,0.1570135089881643,-439.1489999999994,False
2023-05-23,repair_best_baseline,601318.sh,defensive_dividend,非银金融,100.0,41.11,4111.0,0.0820911274895515,316.1034999999998,False
2023-05-23,repair_best_baseline,601166.sh,defensive_dividend,银行,400.0,12.87,5148.0,0.1027986193909538,-98.62199999999959,False
2023-05-23,repair_best_baseline,002032.sz,defensive_dividend,家用电器,100.0,44.22,4422.0,0.08830137819479365,214.89750000000072,False
2023-05-23,repair_best_baseline,000651.sz,defensive_dividend,家用电器,200.0,27.17,5434.0,0.10850965380156236,93.33100000000059,False
2023-05-24,repair_best_baseline,600036.sh,defensive_dividend,银行,300.0,25.7,7710.0,0.15458493637645607,-592.1489999999999,False
2023-05-24,repair_best_baseline,601318.sh,defensive_dividend,非银金融,100.0,41.04,4104.0,0.08228489998559997,309.1034999999998,False
2023-05-24,repair_best_baseline,601166.sh,defensive_dividend,银行,400.0,12.82,5128.0,0.10281602512820581,-118.62199999999916,False
2023-05-24,repair_best_baseline,002032.sz,defensive_dividend,家用电器,100.0,44.29,4429.0,0.08880112622714967,221.89750000000075,False
2023-05-24,repair_best_baseline,000651.sz,defensive_dividend,家用电器,200.0,27.02,5404.0,0.10834980495179879,63.33100000000016,False
2023-05-25,repair_best_baseline,600036.sh,defensive_dividend,银行,300.0,26.02,7806.0,0.15676746981596665,-496.1489999999998,False
2023-05-25,repair_best_baseline,601318.sh,defensive_dividend,非银金融,100.0,41.08,4108.0,0.08250073866307853,313.1034999999997,False
2023-05-25,repair_best_baseline,601166.sh,defensive_dividend,银行,400.0,12.93,5172.0,0.10386899229927998,-74.62199999999939,False
2023-05-25,repair_best_baseline,002032.sz,defensive_dividend,家用电器,100.0,41.91,4191.0,0.08416762311026342,-16.10249999999951,False
2023-05-25,repair_best_baseline,000651.sz,defensive_dividend,家用电器,200.0,27.08,5416.0,0.10876923091510061,75.3309999999999,False
2023-05-26,repair_best_baseline,600036.sh,defensive_dividend,银行,300.0,25.97,7791.0,0.1570149036139573,-511.149,False
2023-05-26,repair_best_baseline,601318.sh,defensive_dividend,非银金融,100.0,40.68,4068.0,0.08198390808645596,273.1034999999998,False
2023-05-26,repair_best_baseline,601166.sh,defensive_dividend,银行,400.0,12.9,5160.0,0.10399138783827748,-86.62199999999913,False
2023-05-26,repair_best_baseline,002032.sz,defensive_dividend,家用电器,100.0,41.58,4158.0,0.08379771136270499,-49.10249999999934,False
2023-05-26,repair_best_baseline,000651.sz,defensive_dividend,家用电器,200.0,26.71,5342.0,0.10765930113024773,1.3310000000004152,False
2023-05-29,repair_best_baseline,600036.sh,defensive_dividend,银行,300.0,25.92,7776.000000000001,0.15749660262232823,-526.1489999999991,False
2023-05-29,repair_best_baseline,601318.sh,defensive_dividend,非银金融,100.0,40.63,4063.0000000000005,0.08229278503787546,268.10350000000017,False
2023-05-29,repair_best_baseline,601166.sh,defensive_dividend,银行,400.0,12.84,5136.0,0.10402553383079702,-110.62199999999933,False
2023-05-29,repair_best_baseline,002032.sz,defensive_dividend,家用电器,100.0,40.39,4039.0,0.08180668441249789,-168.1024999999991,False
2023-05-29,repair_best_baseline,000651.sz,defensive_dividend,家用电器,200.0,26.29,5258.0,0.10649654534313294,-82.66899999999993,False
2023-05-30,repair_best_baseline,600036.sh,defensive_dividend,银行,300.0,25.58,7673.999999999999,0.15701441467165106,-628.1490000000001,False
2023-05-30,repair_best_baseline,601318.sh,defensive_dividend,非银金融,100.0,39.64,3964.0,0.08110569973396206,169.10349999999994,False
2023-05-30,repair_best_baseline,601166.sh,defensive_dividend,银行,400.0,12.71,5084.0,0.10402153820571725,-162.62199999999893,False
2023-05-30,repair_best_baseline,002032.sz,defensive_dividend,家用电器,100.0,39.2,3920.0000000000005,0.08020543465114312,-287.1024999999989,False
2023-05-30,repair_best_baseline,000651.sz,defensive_dividend,家用电器,200.0,25.66,5132.0,0.10500364556879246,-208.66899999999973,False
2023-05-31,repair_best_baseline,600036.sh,defensive_dividend,银行,300.0,25.34,7602.0,0.15599448013768424,-700.1489999999997,False
2023-05-31,repair_best_baseline,601318.sh,defensive_dividend,非银金融,100.0,40.09,4009.0000000000005,0.0822654394727672,214.10350000000022,False
2023-05-31,repair_best_baseline,601166.sh,defensive_dividend,银行,400.0,12.7,5080.0,0.10424256236509287,-166.62199999999956,False
2023-05-31,repair_best_baseline,002032.sz,defensive_dividend,家用电器,100.0,38.99,3899.0,0.08000821863415297,-308.10249999999894,False
2023-05-31,repair_best_baseline,000651.sz,defensive_dividend,家用电器,200.0,25.21,5042.0,0.10346279516629887,-298.6689999999996,False
2023-06-01,repair_best_baseline,600036.sh,defensive_dividend,银行,300.0,26.35,7905.0,0.1590751511389548,-397.1489999999992,False
2023-06-01,repair_best_baseline,601318.sh,defensive_dividend,非银金融,100.0,41.74,4174.0,0.08399489953877258,379.10350000000005,False
2023-06-01,repair_best_baseline,601166.sh,defensive_dividend,银行,400.0,12.85,5140.0,0.10343406411818186,-106.62199999999942,False
2023-06-01,repair_best_baseline,002032.sz,defensive_dividend,家用电器,100.0,40.2,4020.0000000000005,0.08089590228698271,-187.10249999999888,False
2023-06-01,repair_best_baseline,000651.sz,defensive_dividend,家用电器,200.0,26.77,5354.0,0.10774046289664313,13.33100000000016,False
2023-06-02,repair_best_baseline,600036.sh,defensive_dividend,银行,300.0,26.32,7896.0,0.15908291658369872,-406.14899999999955,False
2023-06-02,repair_best_baseline,601318.sh,defensive_dividend,非银金融,100.0,41.15,4115.0,0.08290605391868291,320.1034999999997,False
2023-06-02,repair_best_baseline,601166.sh,defensive_dividend,银行,400.0,12.88,5152.0,0.10379878245177505,-94.62199999999896,False
2023-06-02,repair_best_baseline,002032.sz,defensive_dividend,家用电器,100.0,40.01,4001.0,0.08060926408958696,-206.10249999999937,False
2023-06-02,repair_best_baseline,000651.sz,defensive_dividend,家用电器,200.0,26.85,5370.0,0.108190889317941,29.33100000000053,False
2023-06-05,repair_best_baseline,600036.sh,defensive_dividend,银行,300.0,26.35,7905.0,0.15906554833965947,-397.1489999999992,False
2023-06-05,repair_best_baseline,601318.sh,defensive_dividend,非银金融,100.0,41.4,4140.0,0.08330567617029605,345.1034999999997,False
2023-06-05,repair_best_baseline,601166.sh,defensive_dividend,银行,400.0,12.89,5156.0,0.1037497744768228,-90.62199999999905,False
2023-06-05,repair_best_baseline,002032.sz,defensive_dividend,家用电器,100.0,40.41,4040.9999999999995,0.08131358391404983,-166.1024999999995,False
2023-06-05,repair_best_baseline,000651.sz,defensive_dividend,家用电器,200.0,26.77,5354.0,0.10773395898931522,13.33100000000016,False
2023-06-06,repair_best_baseline,600036.sh,defensive_dividend,银行,300.0,26.58,7973.999999999999,0.15975319851916067,-328.14900000000017,False
2023-06-06,repair_best_baseline,601318.sh,defensive_dividend,非银金融,100.0,41.65,4165.0,0.08344269774671487,370.1034999999997,False
2023-06-06,repair_best_baseline,601166.sh,defensive_dividend,银行,400.0,12.96,5184.0,0.10385760987250177,-62.621999999998934,False
2023-06-06,repair_best_baseline,002032.sz,defensive_dividend,家用电器,100.0,40.61,4061.0,0.08135913458569245,-146.10249999999922,False
2023-06-06,repair_best_baseline,000651.sz,defensive_dividend,家用电器,200.0,27.15,5430.0,0.10878603811876632,89.33099999999996,False
2023-06-07,repair_best_baseline,600036.sh,defensive_dividend,银行,300.0,27.36,8208.0,0.16226316447979114,-94.14899999999982,False
2023-06-07,repair_best_baseline,601318.sh,defensive_dividend,非银金融,100.0,42.31,4231.0,0.08364223305482411,436.1035000000001,False
2023-06-07,repair_best_baseline,601166.sh,defensive_dividend,银行,400.0,13.23,5292.0,0.10461704025670744,45.378000000000895,False
2023-06-07,repair_best_baseline,002032.sz,defensive_dividend,家用电器,100.0,41.19,4119.0,0.08142811580071391,-88.1024999999994,False
2023-06-07,repair_best_baseline,000651.sz,defensive_dividend,家用电器,200.0,28.17,5634.0,0.11137800544336542,293.3310000000006,False
2023-06-08,repair_best_baseline,600036.sh,defensive_dividend,银行,300.0,27.02,8106.0,0.1607456454091075,-196.14899999999977,False
2023-06-08,repair_best_baseline,601318.sh,defensive_dividend,非银金融,100.0,42.12,4212.0,0.08352586460191966,417.1034999999996,False
2023-06-08,repair_best_baseline,601166.sh,defensive_dividend,银行,400.0,13.25,5300.0,0.10510139657886376,53.378000000000725,False
2023-06-08,repair_best_baseline,002032.sz,defensive_dividend,家用电器,100.0,41.33,4133.0,0.08195925887932905,-74.10249999999934,False
2023-06-08,repair_best_baseline,000651.sz,defensive_dividend,家用电器,200.0,27.88,5576.0,0.11057460138183856,235.33100000000005,False
2023-06-09,repair_best_baseline,600036.sh,defensive_dividend,银行,300.0,27.01,8103.000000000001,0.16011146407794943,-199.14899999999918,False
2023-06-09,repair_best_baseline,601318.sh,defensive_dividend,非银金融,100.0,42.21,4221.0,0.08340497221683629,426.10349999999994,False
2023-06-09,repair_best_baseline,601166.sh,defensive_dividend,银行,400.0,13.09,5236.0,0.10346089422585995,-10.621999999999332,False
2023-06-09,repair_best_baseline,002032.sz,defensive_dividend,家用电器,100.0,41.96,4196.0,0.08291098399001305,-11.102499999999083,False
2023-06-09,repair_best_baseline,000651.sz,defensive_dividend,家用电器,200.0,28.76,5752.0,0.11365681122749167,411.3310000000006,False
2023-06-12,repair_best_baseline,600036.sh,defensive_dividend,银行,300.0,27.01,8103.000000000001,0.1599092412746217,-199.14899999999918,False
2023-06-12,repair_best_baseline,601318.sh,defensive_dividend,非银金融,100.0,42.27,4227.0,0.08341803811771267,432.10350000000017,False
2023-06-12,repair_best_baseline,601166.sh,defensive_dividend,银行,400.0,13.16,5264.0,0.10388278983951728,17.37800000000078,False
2023-06-12,repair_best_baseline,002032.sz,defensive_dividend,家用电器,100.0,42.28,4228.0,0.08343777269025059,20.897500000000946,False
2023-06-12,repair_best_baseline,000651.sz,defensive_dividend,家用电器,200.0,28.75,5750.0,0.11347379209293776,409.33100000000024,False
2023-06-13,repair_best_baseline,600036.sh,defensive_dividend,银行,300.0,26.67,8001.000000000001,0.1577095750128749,-301.14899999999915,False
2023-06-13,repair_best_baseline,601318.sh,defensive_dividend,非银金融,100.0,42.17,4217.0,0.08312226944498104,422.10350000000005,False
2023-06-13,repair_best_baseline,601166.sh,defensive_dividend,银行,400.0,13.05,5220.0,0.1028926361163863,-26.62199999999899,False
2023-06-13,repair_best_baseline,002032.sz,defensive_dividend,家用电器,100.0,43.34,4334.0,0.08542848370276211,126.89750000000117,False
2023-06-13,repair_best_baseline,000651.sz,defensive_dividend,家用电器,200.0,29.3,5860.0,0.11550782521877849,519.3310000000004,False
2023-06-14,repair_best_baseline,600036.sh,defensive_dividend,银行,300.0,27.0,8100.0,0.15856083586637293,-202.14899999999966,False
2023-06-14,repair_best_baseline,601318.sh,defensive_dividend,非银金融,100.0,42.54,4254.0,0.08327380194759883,459.1034999999998,False
2023-06-14,repair_best_baseline,601166.sh,defensive_dividend,银行,400.0,13.15,5260.0,0.10296666625396564,13.378000000000867,False
2023-06-14,repair_best_baseline,002032.sz,defensive_dividend,家用电器,100.0,44.26,4426.0,0.08664077278327982,218.89750000000063,False
2023-06-14,repair_best_baseline,000651.sz,defensive_dividend,家用电器,200.0,29.72,5944.0,0.11635624794934823,603.331,False
2023-06-15,repair_best_baseline,600036.sh,defensive_dividend,银行,300.0,27.21,8163.0,0.15969717653401277,-139.14899999999938,False
2023-06-15,repair_best_baseline,601318.sh,defensive_dividend,非银金融,100.0,42.72,4272.0,0.08357544262566491,477.10349999999977,False
2023-06-15,repair_best_baseline,601166.sh,defensive_dividend,银行,400.0,13.14,5256.0,0.1028259659270821,9.378000000000952,False
2023-06-15,repair_best_baseline,002032.sz,defensive_dividend,家用电器,100.0,43.68,4368.0,0.0854535424599495,160.8975000000008,False
2023-06-15,repair_best_baseline,000651.sz,defensive_dividend,家用电器,200.0,29.78,5956.0,0.11652044388540735,615.3310000000005,False
2023-06-16,repair_best_baseline,600036.sh,defensive_dividend,银行,300.0,26.86,8058.0,0.1590839745951414,-244.14899999999983,False
2023-06-16,repair_best_baseline,601318.sh,defensive_dividend,非银金融,100.0,41.62,4162.0,0.08216772180007179,367.1034999999996,False
2023-06-16,repair_best_baseline,601166.sh,defensive_dividend,银行,400.0,13.13,5252.0,0.10368689930177247,5.3780000000010375,False
2023-06-16,repair_best_baseline,002032.sz,defensive_dividend,家用电器,100.0,43.36,4336.0,0.08560289325447172,128.89750000000078,False
2023-06-16,repair_best_baseline,000651.sz,defensive_dividend,家用电器,200.0,28.72,5744.0,0.11340014272455846,403.331,False
2023-06-19,repair_best_baseline,600036.sh,defensive_dividend,银行,300.0,26.47,7941.0,0.15702211695920015,-361.149,False
2023-06-19,repair_best_baseline,601318.sh,defensive_dividend,非银金融,100.0,41.01,4101.0,0.08109151261172143,306.1034999999997,False
2023-06-19,repair_best_baseline,601166.sh,defensive_dividend,银行,400.0,13.12,5248.0,0.10377182594155426,1.3780000000004122,False
2023-06-19,repair_best_baseline,002032.sz,defensive_dividend,家用电器,100.0,43.72,4372.0,0.08645015682478567,164.89750000000072,False
2023-06-19,repair_best_baseline,000651.sz,defensive_dividend,家用电器,200.0,29.05,5810.0,0.11488458626532588,469.33100000000036,False
2023-06-20,repair_best_baseline,600036.sh,defensive_dividend,银行,300.0,26.45,7935.0,0.15712095461719408,-367.1489999999999,False
2023-06-20,repair_best_baseline,601318.sh,defensive_dividend,非银金融,100.0,40.76,4076.0,0.08070888607683466,281.1034999999997,False
2023-06-20,repair_best_baseline,601166.sh,defensive_dividend,银行,400.0,13.11,5244.0,0.10383645696440652,-2.6219999999995025,False
2023-06-20,repair_best_baseline,002032.sz,defensive_dividend,家用电器,100.0,43.79,4379.0,0.08670858982592222,171.89750000000075,False
2023-06-20,repair_best_baseline,000651.sz,defensive_dividend,家用电器,200.0,28.84,5768.0,0.11421218225985828,427.33100000000024,False
2023-06-21,repair_best_baseline,600036.sh,defensive_dividend,银行,300.0,25.89,7767.0,0.1548985590319801,-535.1489999999994,False
2023-06-21,repair_best_baseline,601318.sh,defensive_dividend,非银金融,100.0,40.05,4004.9999999999995,0.07987237400837907,210.1034999999996,False
